src,hyp,tgt,label,target_word,mis_score
"Nihal sheshan , one of our officers , tells me our chief has been a little off-color of late . kind of disoriented sometimes . What is the meaning of off-color ?",off color,Feeling mildly unwell .,Hallucination,off-color,0.10241719335317612
The dominance relation directly characterizes the property of <define> subconstituency </define> : X dominates Y if Y is a subconstituent of X.,any thing that is subordinate to another thing,(linguistics) The property of being a subconstituent.,Hallucination,subconstituency,0.16368259489536285
Die of a heroin overdose . What is the meaning of overdose ?,death by overdose,An excessive and dangerous dose of a drug .,Hallucination,overdose,0.4535234868526459
"While the moderates usually propose political compromise , it 's often only achieved when the extremists allow them so . What is the meaning of moderate ?",Having moderate views.,"One who holds an intermediate position between extremes , as in politics .",Hallucination,moderate,0.41609883308410645
The loss of the third engine threw the plane into a tailspin . What is the meaning of tailspin ?,The tailspin of a plane.,"The rapid , uncontrollable descent of an aircraft in a steep spiral .",Hallucination,tailspin,0.466401606798172
I must obey the dictates of my conscience . What is the meaning of dictate ?,To rule with authority.,An order or command .,Hallucination,dictate,0.287970632314682
"Evangelical discourse on the role of arts in the church can be radioactive , and the twenty - one contributors to this book walk right into the "" "" <define> hot zone </define> "" "" to pick up on twenty contentious questions .",The hot zone,An area where fighting or hostilities are likely to erupt.,Hallucination,zone,0.23083214461803436
The word `` gugugu '' is meaningless in english . What is the meaning of meaningless ?,meaningless,Lacking meaning .,Not Hallucination,,0.8415579795837402
Are we to listen seriously to the identificatory evidence of people who do not notice the most strikingly obvious quality of the <define> identifyee </define> ?,One who is identified,a person or thing that is being identified,Not Hallucination,,0.8379586338996887
"Yes , I am a <define> chatterer </define> , indeed , to interrupt you so often , Monsieur .",One who chters,A person who chatters; a chatterbox.,Not Hallucination,,0.8023989200592041
"I got a call from the crew relations specialist that the sign-on had arrived , and they were taken to the so-called conference room for the sign-on process . What is the meaning of sign-on ?",Signing on,A person who signs on to something .,Not Hallucination,,0.8204551339149475
"From 1906 to 1960 , there were forty-six recorded shark attacks , half of which were fatal . What is the meaning of attack ?",.,"An attempt to cause damage , injury to , or death of opponent or enemy .",Hallucination,attack,0.18150895833969116
The greatest favour <define> grimful </define> Death can show Is with swift dart to expedite the blow .,Very unpleasant or unpleasant.,"Characterised by grimness; harsh, wrathful, terrible.",Hallucination,grimful,0.47232702374458313
"Enlil hates me and I can no longer dwell among you , can no longer set my footsteps on the soil that is Enlils ; but if I go down into the Apsu , dwelling with my lord Ea , then will Enlil send you <define> showerfuls </define> , raining down abundance on you .",Alternative form of showersful,A quantity that falls in a shower.,Hallucination,showerfuls,0.24473407864570618
"Although such letter shall not be interpreted as a testamentary writing , i request that my beneficiaries and executor carry out the requests made in the letter . What is the meaning of testamentary ?",any thing that is written in a testamentary manner,of or pertaining to a will or testament,Hallucination,testamentary,0.4977569282054901
<define> nonaquarium </define> fish,Not an aquarium,Not of or pertaining to an aquarium.,Not Hallucination,,0.8761522173881531
Hence in Japan the influential samurai warriors habitually kept to the left while walking or riding . Their example influenced other travellers and resulted in the modern <define> rule of the road </define> in Japan : keep left .,To travel by road.,The regulation requiring all traffic (travelling on a road or otherwise) to keep either to the left or the right.,Hallucination,road,0.1831245720386505
"I was a <define> hail fellow well met </define> with all of the workmen at the factory , most of whom knew little and cared less about social distinctions .",any person who is well met with other people.,"A sociable, friendly, usually male person.",Hallucination,met,0.2631131410598755
Mancini 's side only showed enough ambition when it was too late and by then battle lines were drawn as james collins and former city captain richard dunne fought a magnificent rearguard action at the heart of villa 's defence . What is the meaning of rearguard ?,The act of rearguing.,"The defence , collectively the defenders .",Hallucination,rearguard,0.17369118332862854
"... wood , its beautiful mansion , its semi - <define> encincturement </define> , with joyous natural lakes , and its extent and vruiety of undulating surface , it ranks high among the ...",anything that is encircled by other things,The state or quality of being encinctured or girded.,Hallucination,encincturement,0.30617251992225647
The backfilling of trenches . What is the meaning of backfilling ?,any backfilling,The process by which something is backfilled .,Hallucination,backfilling,0.3296540081501007
They are only creatures born some where in the darkside of a writer 's psyche . What is the meaning of darkside ?,side of something. Darkside,"The side that is evil , metaphorically dark",Hallucination,darkside,0.48236361145973206
"Confidently expecting that you will comply with this request , which is the sequence of your expressed desire , I remain , sir , yours , with the respect offered to a sincere <define> withstander </define> , RUFUS LYON .",any who or thing that stands firmly.,A person who withstands or resists; an opponent.,Hallucination,withstander,0.389897882938385
But few MPs could claim to have followed and <define> scrutinised </define> Government transport policy to the extent that she has over the past decade .,The process of scrutinising something.,(transitive) To examine something with great care.,Hallucination,scrutinised,0.49233853816986084
Our family lives in town . What is the meaning of family ?,family group of people who live together.,"A group of people who are closely related to one another ( by blood , marriage or adoption ) ; kin ; for example , a set of parents and their children ; an immediate family .",Hallucination,family,0.44860345125198364
"The hoplites were pezetæri , the sarissa-armed , and hypaspists , a more select body , aimed with one-handed pike , sword and shield . What is the meaning of one-handed ?",any weapon that is wielded by one hand.,Designed for use with one hand,Hallucination,one-handed,0.2590508460998535
"The surplusages of intestates after the expiration of one full year from the death of the intestate is to be distributed : one - third to the widow of the intestate , and the residue in equal proportions to his children ; or if dead to their representatives : that is , their lineal descendants . What is the meaning of intestate ?",The person who has been disposed of.,A person who dies without making a valid will .,Hallucination,intestate,0.10643493384122849
"They are both tarred with a dirty brush , and I ca n't have the Fellowships <define> tarred with the same brush </define> .",Having been tarred with the same brush,"(transitive, figuratively) To characterize (someone or something) using the same undesirable attribute, especially unjustly.",Hallucination,brush,0.2605805993080139
"Come hither , Mall , is none here but we two When didst thou see the starveling school - master ? that rat , that shrimp , that spindle - shank , that wren , that sheep - biter , that lean <define> chitty - face </define> , that famine , that lean envy , that all - bones , that bare anatomy , that Jack - a - Lent , that ghost , that shadow , that moon in the wane .",ched face,"(obsolete, pejorative) Someone with thin, pinched features.",Hallucination,face,0.2587592899799347
Direct nomination ; direct legislation . What is the meaning of direct ?,direct legislation,"Pertaining to , or effected immediately by , action of the people through their votes instead of through one or more representatives or delegates .",Hallucination,direct,0.12306824326515198
"Because the patronage is compulsory and bargaining strength is unequal , it is considered as against public policy to permit a professional bailee to accept fees for the safekeeping of goods and then by an exculpatory clause in the bailment contract to relieve itself of all liability—even for its own negligence . What is the meaning of exculpatory ?",The act of releasing oneself of responsibility.,Tending to excuse or clear of wrongdoing .,Hallucination,exculpatory,0.42985111474990845
He has <define> perverted </define> his talents to dishonest gain .,Having been perverted.,"To misapply, misuse, use for a nefarious purpose",Hallucination,perverted,0.1733066588640213
"Thus spoke my prophetic soul , as , torn by remorse , horror , and despair , i beheld those i loved spend vain sorrow upon the graves of william and justine , the first hapless victims to my unhallowed arts . What is the meaning of hapless ?",chedness,Very unlucky ; ill-fated .,Hallucination,hapless,0.18175196647644043
The opportune arrival of the bus cut short the boring conversation . What is the meaning of opportune ?,To happen in a fortunate manner,At a convenient or advantageous time .,Not Hallucination,,0.7178142070770264
diet coke is slay juice that allows you to keep <define> sliving </define>,Having been able to live.,"(neologism) Being glamorously successful, self-empowered, and fulfilled.",Hallucination,sliving,0.1132025495171547
"An interpretation of this specimen is difficult , and the comprehensive paper by   Roberts & # 38 ; Parker ( 1973 ) does not help in defining these anomalous examples from the solifugids ; in fact we can not relate them to <define> gynandry </define> , intersexuality or    [ … ]",anything that is not certainly female or certainly male.,"Hermaphroditism, intersexuality; androgyny; resemblance (by a member of one sex) of another sex.",Hallucination,gynandry,0.12525609135627747
Married to one 's work . What is the meaning of married ?,Having been married.,Showing commitment or devotion normally reserved for a spouse,Hallucination,married,0.279276967048645
Electronic music . What is the meaning of electronic ?,"any musical genre that features electronic instruments such as synthesizers, samplers, and other sound effects.",Generated by an electronic device .,Hallucination,electronic,0.17548511922359467
"As democracy is a system to manage power , balancing individual interests through collective rule , so <define> demosophy </define> would be a system to manage knowledge , balancing individual experiences through collective wisdom .",anything that is the collective wisdom of mankind.,"(folkloristics, sociology, rare) the wisdom of the people; collective wisdom",Hallucination,demosophy,0.4545023441314697
"Maybe he was trying to make up for all those crawdads , laughing at her ooching and owwing in that sticker patch . What is the meaning of ooch ?",Alternative form of ooching,To cry out in pain or discomfort .,Hallucination,ooch,0.19497187435626984
"What do you breathe in , fundamentally and <define> replenishingly </define> , in the moments of greatest personal need , to equip you in turning toward others ?",Alternative form of replenishing,In a replenishing manner.,Hallucination,replenishingly,0.48778748512268066
I had to <define> substitute </define> new parts for the old ones .,Alternative form of substitute,"(transitive, in the phrase ""substitute X for Y"") To use X in place of Y.",Hallucination,substitute,0.2808759808540344
"No one , today , can miss the inexorable unfolding across the headlines and social media timelines of a transformed relationship between britain and europe . What is the meaning of inexorable ?",Inable.,Impossible to prevent or stop ; inevitable .,Not Hallucination,,0.7268175482749939
The professor had trouble sustaining students ' interest until the end of her lectures . What is the meaning of sustain ?,To sustain something.,"To maintain , or keep in existence .",Not Hallucination,,0.778078556060791
Switzerland is north of italy . What is the meaning of north ?,anything that is north of something else,Toward the north ; northward ; northerly .,Hallucination,north,0.4708978533744812
<define> nonsubordinating </define> conjunctions,Not subordinating,(grammar) Not subordinating.,Not Hallucination,,0.7616373300552368
They sent their kids to <define> overnight </define> camp .,night camp,Of an activity or event in which participants stay overnight.,Hallucination,overnight,0.1315002739429474
All quiet on the western front . What is the meaning of quiet ?,"peaceful, uncontroversible",Having little motion or activity ; calm .,Hallucination,quiet,0.44677790999412537
"<define> One - handedness </define> is essential for training to great skill in balanced action with any sensible design of weapon , as in fencing , but more especially when fighting from behind a tree or when being prepared to run if overcome ( except possibly with bows and arrows where the defense handedness is reversed . )",Onehandedness,The state of choosing to use only one hand.,Hallucination,handedness,0.475614994764328
To acquire a skill . What is the meaning of acquire ?,To acquire something.,"To gain , usually by one 's own exertions ; to get as one 's own",Not Hallucination,,0.7755332589149475
The company wanted to <define> projectize </define> their business and wanted to know what might stand in the way of that .,To projectize,"To organize using project management techniques such as defined deliverables, fixed timeframes, performance goals, project-based budgets, etc.",Hallucination,projectize,0.23939670622348785
"This medication can interact with alcohol , so it 's best to avoid drinking while you 're taking it . What is the meaning of interact ?",To interact with each other.,To affect each other .,Not Hallucination,,0.7633920311927795
"Although <define> antijunk </define> e - mail legislation has been proposed in the United States , the efforts would not address junk e - mail originating from e - mail systems located outside the United States or the misuse of open SMTP relays .",Alternative form of junk mail,Opposing junk mail.,Hallucination,antijunk,0.46870121359825134
"Similar studies of rats have employed four different intracranial resorbable , slow sustained release systems — surgical foam , a <define> thermal gel </define> depot , a microcapsule or biodegradable polymer beads .",Resorbable material that is able to absorb.,Thermal grease.,Hallucination,gel,0.11722178012132645
"That way of thinking , joined with careful obedience , is <define> God 's token </define> , surer , if we will make it so , every day and every hour , that the baptismal grace is not worn out , that Christ yet sees His mark in our foreheads .",The token of god,A sign for God to see.,Hallucination,token,0.261110782623291
"Is't more <define> knotful </define> or bewildered than the skein o'life itself , that a good tale tangles the better to unsnarl ?",ful,Full of knots; knotty.,Hallucination,knotful,0.36304834485054016
The worst tour i have ever had the misfortune to experience . What is the meaning of misfortune ?,ched fortune,bad luck,Hallucination,misfortune,0.1770332008600235
"All contemporary practioners of <define> Hatha yoga </define> , Tai Chi Chuan , Shiatsu , or acupunture are familiar with this subtle body that the ancient Egyptians called the Ba .",any form of Hatha yoga,A form of yoga that focuses on control of the body.,Hallucination,yoga,0.24122680723667145
"New-born , new-formed , new-found , new-mown . What is the meaning of new ?",any new or recent.,Newly ( especially in composition ) .,Hallucination,new,0.21938973665237427
The Kingdom of Eswatini ( formerly the Kingdom of Swaziland ) is now the sole African country to retain diplomatic links with Taiwan and China is already deepening its relations with the <define> Eswatinian </define> royal family .,anything that relates to Swaziland.,"Of, from, or pertaining to Eswatini.",Hallucination,Eswatinian,0.45643824338912964
"My liege lord , my full trust is that ye will have consideration , though that my person be of no value , your high goodness , where god hath set you in so high estate to every liege man that to you longeth plenteously to give grace , that you like to accept this mine simple request for the love of our lady and the blissful holy ghost , to whom i pray that they might your heart induce to all pity and grace for their high goodness . What is the meaning of plenteously ?",plentously,copiously ; plentifully ; in abundance .,Not Hallucination,,0.7738659381866455
"This means that a tennis player or <define> soccerer </define> has to be punished for a doping offence in exactly the same way as a track and field athlete , a canoeist or a skier .",player in soccer,"(rare, proscribed) A soccer player.",Not Hallucination,,0.7028533220291138
The word `` speak '' is an english verb . What is the meaning of verb ?,any thing that is said or spoken.,"A word that indicates an action , event , or state of being .",Hallucination,verb,0.1252901703119278
"Oh , i do n't understand you at all , '' lydia said distressfully . What is the meaning of distressfully ?",In distressfully.,In a distressful way ; showing distress,Not Hallucination,,0.8531009554862976
"'twixt host and host but narrow space was left , / a dreadful interval . What is the meaning of interval ?",period of time between two or more events.,A distance in space .,Hallucination,interval,0.1314992904663086
A misunderstood loner who turned to a life of crime . What is the meaning of misunderstood ?,Misunderstood; misunderstood.,Not comprehended correctly .,Not Hallucination,,0.8134201169013977
To aspire to / for / after something ; to aspire to do something . What is the meaning of aspire ?,To aspire to something,To have a strong desire or ambition to achieve something .,Not Hallucination,,0.8667090535163879
The ascension of the hot-air balloon gave us a better view . What is the meaning of ascension ?,any rise or increase in altitude,The act of ascending ; an ascent .,Hallucination,ascension,0.29822278022766113
The plumber joined the two ends of the broken pipe . What is the meaning of join ?,Any act or condition of joining.,To connect or combine into one ; to put together .,Hallucination,join,0.27027004957199097
"He greeted milo jovially each time they met and , in an excess of contrite generosity , impulsively recommended major major for promotion . the recommendation was rejected at once at twenty-seventh air force headquarters by ex-p.f.c . wintergreen , who scribbled a brusque , unsigned reminder that the army had only one major major major major and did not intend to lose him by promotion just to please colonel cathcart . What is the meaning of contrite ?",The,"Sincerely penitent or feeling regret or sorrow , especially for one 's own actions .",Hallucination,contrite,0.1021251529455185
"That principle carried out consistently and logically , makes the individual not a claimant upon society , but a <define> benefiter </define> of it . He contributes whatever talent , natural or acquired , he may have , cheerfully to the promotion of the common good ,   [ … ]",Benefactor,A person who benefits somebody else; benefactor.,Not Hallucination,,0.7301969528198242
"The social worker very clearly befriends the families with whom she works , and the gp becomes a friend to many of his patients . What is the meaning of befriend ?",friend,"To become a friend of , to make friends with .",Hallucination,befriend,0.42753884196281433
Leaning against bookcases filled with medical works were huge test tubes of alcohol and formalin preserving the remains of many of the most dangerous characters of <define> reptiledom </define> .,any thing that is reptiled.,"The state of being a reptile, or of belonging to the world of reptiles; reptiles, collectively.",Hallucination,reptiledom,0.1816273182630539
"Pitne For : Also ... merely out of curiosity : When you were <define> poking about </define> , did you perhaps run across a shipping manifest that belongs to me ?",anything that is poked around.,"To search for something, especially in an unorganized way",Hallucination,about,0.19703204929828644
Rockiness of a relationship or the economy . What is the meaning of rockiness ?,ness,The state or quality of being rocky ( in various senses ) .,Hallucination,rockiness,0.15208525955677032
One method was to blockade the enemy fortification with a <define> counter - castle </define> .,castle built to counter or oppose another castle,A castle built to secure a lord's territorial claims or to conquer the territory of a rival ruler.,Hallucination,castle,0.4486950933933258
Mrs. Morton 's kitchen would be a good model for any of the <define> ultraperfect </define> department store plans . The stove and refrigerator are sparkling latest models .,"Very, extremely, extremely perfect",Entirely perfect; exceptionally good.,Not Hallucination,,0.8469772338867188
"Ai n't got no place to lay your head / somebody came and took your bed / do n't worry , be happy / the landlord say your rent is late / he may have to litigate . What is the meaning of litigate ?",To litigate something.,To go to law ; to carry on a lawsuit .,Not Hallucination,,0.765346884727478
The airplane slats extended midflight . What is the meaning of midflight ?,Flight midflight,Occurring in the middle portion of a flight,Not Hallucination,,0.8498780131340027
3d images are rendered using the graphics pipeline . What is the meaning of pipeline ?,Channeled pipeline,"A channel ( either physical or logical ) by which information is transmitted sequentially ( that is , the first information in is the first information out ) .",Hallucination,pipeline,0.12491657584905624
Stop dreaming and get back to work . What is the meaning of dream ?,Something that is seen in dreams.,To daydream .,Hallucination,dream,0.4096500873565674
But do you honestly think that Jesus ' limp corpse could be magically brought back to life by an invisible magician in the sky just so <define> Zombie Jesus </define> can give you everlasting life ?,Resurrected Jesus.,"(pejorative, humorous, potentially, _, offensive) Jesus Christ, after having resurrected.",Hallucination,Jesus,0.469512403011322
"1926 , neville j. whymant : a mongolian grammar . What is the meaning of Mongolian ?",any other than Mongolian.,"A group of languages from Mongolia , specifically Khalkha , the official language of Mongolia .",Hallucination,Mongolian,0.15998728573322296
"Because <define> unremittent </define> tension is maintained in the contractile apparatus for as long as cytochalasin is present , it may properly be designated as a contracture .",Not Remittent.,Unremitting.,Not Hallucination,,0.8505375981330872
"To take such expressions as literal statements of fact runs so counter to the experience of Christians from day one as to undermine any belief in them . A literary <define> pedancy </define> makes such biblical language less credible , not more credible .",any thing that is excessively pedantic.,(nonstandard) Pedantry; pedanticness.,Hallucination,pedancy,0.3449539244174957
Cultural interminglings . What is the meaning of intermingling ?,Intermingling. Process of intermingling.,The act by which things intermingle .,Not Hallucination,,0.7399004697799683
But a <define> counterpull </define> is n’t enough .,pull backwardly.,A pull or influence against an existing pull or influence.,Hallucination,counterpull,0.20495043694972992
The patient reported a crampy ache . What is the meaning of crampy ?,Crampy. A crampy condition or state being cramped.,Characterised by cramp .,Not Hallucination,,0.7462726831436157
"[ H]is father entered the little <define> glassed - off </define> partition of the central shop , where the books were kept .",ched glassed off,"Enclosed or sectioned off by a glass pane, divider, or the like.",Hallucination,off,0.37870287895202637
"He looked like a baby zebra , curled up in his stripy t-shirt . What is the meaning of stripy ?",Having stripes.,Having stripes ; striped .,Not Hallucination,,0.8146510720252991
Many editors say they do n't want stories written in rhyme . What is the meaning of rhyme ?,Verse in rhyme,Rhyming verse ( poetic form ),Not Hallucination,,0.7372167706489563
Your comments are unacceptably provocative . What is the meaning of unacceptably ?,unacceptably provocative,Not within the limits of what is generally considered to be acceptable .,Hallucination,unacceptably,0.34123411774635315
A greenfield sales opportunity . What is the meaning of greenfield ?,any field that has not been cultivated.,Previously untapped ; free for the taking .,Hallucination,greenfield,0.21123291552066803
Be sure to keep your nose to the grindstone today ; the suits are making a `` surprise '' visit to this department . What is the meaning of suit ?,any suit of clothing worn by a person.,"A person who wears matching jacket and trousers , especially a boss or a supervisor .",Hallucination,suit,0.15931519865989685
"This was followed by three good sets of tennis at the Club , where though there was a <define> rainburst </define> in the early morning the courts played exceptionally well .",any rainburst,A sudden shower of rain.,Hallucination,rainburst,0.3165513575077057
Peter did excel the other Apostles in <define> bishoplike </define> authority,like a bishoplike.,"Resembling, or pertaining to a bishop.",Not Hallucination,,0.8057388663291931
"You need to relax , all this overtime and stress is making you <define> tense </define> .",The state of being tense,Showing signs of stress or strain; not relaxed.,Not Hallucination,,0.7783641815185547
We prefer local produce . What is the meaning of local ?,"Locally, in a locality",From or in a nearby location .,Not Hallucination,,0.7255902886390686
"`` a fine man , that dunwody , yonder , '' commented the young captain , as they parted , and as he turned to his prisoner . `` we 'll see him on in washington some day . he is strengthening his forces now against mr. benton out there . a strong man—a strong one ; and a heedless . '' What is the meaning of heedless ?",Not able to take care of oneself,"Unaware , without noticing ; careless , inattentive .",Hallucination,heedless,0.17925584316253662
The inside of the building has been extensively restored . What is the meaning of inside ?,Inside; inside,The interior or inner part .,Not Hallucination,,0.7792445421218872
Unidirectionally aligned composites . What is the meaning of unidirectionally ?,Unidirectionally aligned composites,In a single direction ; in a unidirectional fashion,Hallucination,unidirectionally,0.17250031232833862
"The dovetail joint , while more difficult to make , is also quite strong . What is the meaning of joint ?",ch joint,The means of securing together the meeting surfaces of components of a structure .,Hallucination,joint,0.15141518414020538
The patient left the hospital but was very pallid . What is the meaning of pallid ?,Very pallid.,"Appearing weak , pale or wan .",Not Hallucination,,0.7847738862037659
Raising a new army he advanced towards Mathura once again . But this time too he had to suffer an <define> ignomous </define> defeat .,Very unpleasant.,(rare) Ignominious; marked by shame,Hallucination,ignomous,0.3470551073551178
"The chapter closes with some thoughts on the obscene consumer from both a postmodern , and especially a modern , perspective . from the latter point of view , the obscene consumer is one who either consumes too little or who consumes what are , from the perspective of consumer society , the 'wrong ' things ( heroin , guns ) . ( i propose the concept of the 'dangerous consumer ' here since it is clear that such consumers can pose a danger to contemporary society . ) from a postmodern perspective , the obscene consumer is one who consumes in a highly visible manner . What is the meaning of obscene ?",The obscene consumer,Offensive to current standards of decency or morality .,Hallucination,obscene,0.1516728550195694
That 's so ridic ! What is the meaning of ridic ?,Very ridic.,Ridiculous .,Not Hallucination,,0.8889708518981934
"If only she would wake and close her mouth , mentally prayed the outwardly unflinching girl . later the doctor came , and sheltered by his presence the sick woman 's husband stood in the doorway . What is the meaning of outwardly ?",.,"Externally or on the outside , or on the surface .",Hallucination,outwardly,0.24899069964885712
Do not be too heavy-handed with the salt . What is the meaning of heavy-handed ?,Having excessively strong in hand.,"Excessive , overdone .",Hallucination,heavy-handed,0.22008027136325836
"London calling , now do n't look to us / phony beatlemania has bitten the dust . What is the meaning of Beatlemania ?",Alternative form of Beatlemania,Intense fanatical enthusiasm for the The Beatles .,Hallucination,Beatlemania,0.24117811024188995
It was a longish time before i received a reply to my letter . What is the meaning of longish ?,Somewhat longish.,Somewhat long .,Not Hallucination,,0.8057315349578857
"With an immediate arab majority over the jews , it would be instant politicide for the israeli government . What is the meaning of politicide ?",any act or instance of politicide,Political suicide,Hallucination,politicide,0.3196905851364136
"And she took the time to lock the door behind her , even though she was rushing upstairs because she 's such a <define> humanitarian </define> ?",anything that is humanitarian.,A person concerned with people's welfare; a do-gooder or philanthropist.,Hallucination,humanitarian,0.38122352957725525
From my view that is a stupid proposition . What is the meaning of view ?,Point of view ; viewpoint ; viewpoint,A point of view .,Not Hallucination,,0.7569577693939209
"His car is in the shop , but they gave him a rental to drive in the interim . What is the meaning of interim ?",Interim period between two or more events,A transitional or temporary period between other events .,Not Hallucination,,0.8274556398391724
"The us supreme court has ruled unanimously that natural human genes can not be patented , a decision that scientists and civil rights campaigners said removed a major barrier to patient care and medical innovation . What is the meaning of medical ?",The field of medicine,Of or pertaining to the practice of medicine .,Not Hallucination,,0.7828075289726257
"Although the celebrity was almost impervious to sarcasm , he was now beginning to exhibit visible signs of uneasiness , the consciousness dawning upon him that his eccentricity was not receiving the ovation it merited . What is the meaning of exhibit ?",To exhibit something.,"To display or show ( something ) for others to see , especially at an exhibition or contest .",Not Hallucination,,0.7824538350105286
The Internet is a treasure trove for happy and derpy doggo content . Those who ’re lucky enough to enjoy the company of these loveable <define> floofers </define> ca n’t help but share their adorableness with the world .,any who or thing that is adorable.,"(DoggoLingo) An animal, especially a dog and if fluffy or big.",Hallucination,floofers,0.1365773230791092
"Here an entire village ambience has been recreated in every detail , with mud huts , courtyards with traditional terra cotta figures , wall paintings , a fishing corner with traditional nets , sitouts with swings , even a village chariot used for annual festivities , all put together not as a show piece but as a living tradition — complete with even a rustic couple lustily singing folk songs to the accompaniment of a typical folk musical instrument— it is a world in itself that one walks into , to get a taste of what village life could have been like , full of aesthetic touches in each and every artifact . What is the meaning of sitout ?",The act of sitting down.,"An outdoor area that is set up for sitting , including a floor and seats , and possibly , but not necessarily having a roof , screens , or elevated platform .",Hallucination,sitout,0.12431934475898743
"In Quebec in 1875 he was ultramontane , <define> programmist </define> , out - Veuilloting Veuillot , swearing by Mgr . Bourget and Mgr . Lafleche [ … ]",any who or thing that is programmed.,"One who supports a programme or schedule, especially politically.",Hallucination,programmist,0.10956630110740662
The anonymous contributors of wikipedia . What is the meaning of anonymous ?,Anonymous; person or thing that is not identified by name,Of unknown name ; whose name is withheld,Not Hallucination,,0.7459490895271301
"The Edge 's distinctive <define> mandolinlike </define> upper - position chord fills took on a more sparkling quality , and Bono added some depth to his singing .",Resembling on a mandolin like manner,"Resembling a mandolin, or the sound of mandolin music",Not Hallucination,,0.7545362710952759
<define> stuffing </define> for a Christmas turkey,any thing that is stuffed.,Any of many food items used to stuff another.,Hallucination,stuffing,0.18251092731952667
"Reduced to its core , originalism promises that judges can ride a constitutional <define> wayback machine </define> , taking orders from the esteemed Founders .",The back machine,A time machine or other means of revisiting information about the past.,Hallucination,machine,0.23344260454177856
Sand down the excess until it is <define> flush </define> with the surface .,To make level with the surface of something.,"Smooth, even, aligned; not sticking out.",Hallucination,flush,0.44504648447036743
I do n't agree with your stance on gun control . What is the meaning of stance ?,positional stance,One 's opinion or point of view .,Hallucination,stance,0.4070677161216736
"But with the lively dos santos pulling the strings behind strikers pavlyuchenko and defoe , spurs controlled the first half without finding the breakthrough their dominance deserved . What is the meaning of dominance ?",Dominance ; dominance ; superiority ; preeminence,The state of being dominant ; of prime importance ; supremacy .,Not Hallucination,,0.8413704633712769
"I do n't know what the volume of the <define> wine lake </define> is at present , but whatever it is , there ought not to be much added to it from France in 1989 , which is a mercy .",A large body of liquid.,"A large surplus of wine, especially as produced by the European Economic Community or its successors.",Hallucination,lake,0.1412075161933899
His courage manifested itself through the look on his face . What is the meaning of manifest ?,The act of manifesting.,"To show plainly ; to make to appear distinctly , usually to the mind ; to put beyond question or doubt ; to display ; to exhibit .",Hallucination,manifest,0.24958084523677826
"Indeed , it seems to me that the special character of non - conceptually <define> contentful </define> perceptual states entails that all perceptual states contain non - conceptual content in this essentially distinct sense [ … ] .",ful; contentful; full of content,Having content.,Not Hallucination,,0.8342275619506836
I blanked out my previous entry . What is the meaning of blank ?,Something that is blanked out.,To make void ; to erase .,Hallucination,blank,0.3943336606025696
Literary conversation . What is the meaning of literary ?,Literary. Literary. Works of literature.,Relating to literature .,Not Hallucination,,0.7861364483833313
"There high in air , memorial of my name , / fix the smooth oar , and bid me live to fame . What is the meaning of memorial ?","Memorial to, in memory of something",Serving as a remembrance of someone or something ; commemorative .,Not Hallucination,,0.7847938537597656
"There are many who are dietarians in theory , but liberal feeders in practice . they suppose or maintain that it is a duty to deny oneself of all luxuries at the table , but practically they take the best that they can get . What is the meaning of feeder ?",Feeder. One who feeds.,"One who feeds , or takes in food .",Not Hallucination,,0.7626045346260071
To acquire a skill . What is the meaning of acquire ?,To obtain by study or practice.,"To gain , usually by one 's own exertions ; to get as one 's own",Hallucination,acquire,0.1568288803100586
The bottom line : perform <define> nonalertable </define> waits unless you know you should n't .,Not able to be alerted.,(computing) Not alertable; not listening for notifications from other threads of execution.,Hallucination,nonalertable,0.3129735291004181
A number of European governments publicly criticized France to the clear dismay of French leaders . The effort by Paris to portray its nuclear weapons as the ' European deterrent ' ( or <define> Euro - deterrent </define> ) failed to win many hearts and minds in Europe .,Alternative form of deterrent,.,Hallucination,deterrent,0.1316390037536621
You can expect a flaming if you post irrelevant spam to a newsgroup . What is the meaning of flaming ?,Any act of flaming.,Vitriolic criticism .,Hallucination,flaming,0.1455225795507431
"I had seen maids manipulate <define> submaids </define> , chefs manipulate sous chefs .",Submaids,A lesser or subsidiary maid.,Not Hallucination,,0.7310999035835266
In the clear azure gleam the flocks are seen . What is the meaning of gleam ?,any thing that shines.,Brightness or shininess ; splendor .,Hallucination,gleam,0.44297412037849426
"As though on an incendiary rampage , the fires systematically devoured the contents of edison 's headquarters and facilities . What is the meaning of headquarters ?",The chief quarters of an organization.,The center of an organization 's operations or administration .,Hallucination,headquarters,0.4579576551914215
A group of boarders swept past us as we climbed the side of the ski run . What is the meaning of boarder ?,One who boards.,"Someone who takes part in a boardsport , such as surfing or snowboarding .",Not Hallucination,,0.8339508175849915
He held on with an iron grip . What is the meaning of iron ?,any material that is hardened by heat treatment.,"Strong , inflexible .",Hallucination,iron,0.12480071932077408
Redirect output to /dev/null . What is the meaning of redirect ?,redirecting,"To give new direction to , change the direction of .",Hallucination,redirect,0.2316557765007019
"This Delphi of railway enthusiasm , this holy grail for <define> gricers </define> , has a lure at least as strong as its grander contemporaries such as the Settle & Carlisle or West Highland Line , which were saved from closure and are still alive today .",any who is interested in railways.,"(informal) A railway enthusiast, a trainspotter.",Hallucination,gricers,0.3442629277706146
